Time,Open,High,Low,Close,Volume,Trades
9/28/2017 9:00,0.0002,0.0002,0.0002,0.0002,100,1
9/28/2017 10:00,0.002,0.0022,0.00061,0.000619,598712,596
9/28/2017 11:00,0.00067999,0.000899,0.00065,0.00089,1319291,700
9/28/2017 12:00,0.00089,0.0011,0.00085,0.00092,1225647,1011
9/28/2017 13:00,0.00092,0.00092,0.00075,0.00082847,983716,516
9/28/2017 14:00,0.00082847,0.00088887,0.00081002,0.00086948,995205,798
9/28/2017 15:00,0.000869,0.00095555,0.00086001,0.00087001,1156069,917
9/28/2017 16:00,0.00087001,0.00090801,0.0008479,0.00085,766283,442
9/28/2017 17:00,0.00085,0.0008665,0.0008,0.000825,657163,283
9/28/2017 18:00,0.00082499,0.0008375,0.00079001,0.000811,527355,200
9/28/2017 19:00,0.000813,0.00082111,0.000751,0.0007605,300806,180
9/28/2017 20:00,0.000751,0.00079499,0.00072001,0.00076,287703,204
9/28/2017 21:00,0.00076,0.00082222,0.00071,0.00082,573785,347
9/28/2017 22:00,0.0008175,0.0008399,0.0007763,0.0008399,307043,175
9/28/2017 23:00,0.00083303,0.0008399,0.0007285,0.00074,339636,204
9/29/2017 0:00,0.00074,0.0008099,0.00074,0.0008069,284557,180
9/29/2017 1:00,0.000806,0.000812,0.000805,0.000812,153862,136
9/29/2017 2:00,0.00082739,0.000839,0.00078,0.00078003,645715,164
9/29/2017 3:00,0.00078007,0.00081999,0.00077,0.00077,227136,153
9/29/2017 4:00,0.000761,0.0007989,0.000737,0.000762,318018,293
9/29/2017 5:00,0.00076,0.00084,0.00075522,0.00084,347025,238
9/29/2017 6:00,0.00084,0.00085,0.00077904,0.00080893,117692,146
9/29/2017 7:00,0.00080893,0.00083795,0.0008003,0.000826,169744,149
9/29/2017 8:00,0.000823,0.00085,0.00082,0.0008488,383931,327
9/29/2017 9:00,0.0008488,0.00092,0.0008488,0.00088888,1020238,729
9/29/2017 10:00,0.0009,0.00093,0.00085004,0.0009239,558842,262
9/29/2017 11:00,0.0009239,0.0009239,0.00088702,0.00090099,288648,253
9/29/2017 12:00,0.00090099,0.000913,0.00088821,0.0009,100396,111
9/29/2017 13:00,0.0009,0.000917,0.00089,0.000917,299796,250
9/29/2017 14:00,0.000917,0.000919,0.00088699,0.00091757,366928,274
9/29/2017 15:00,0.00091757,0.00091757,0.00090053,0.00091,110290,127
9/29/2017 16:00,0.000912,0.0009149,0.00088699,0.00090024,240157,186
9/29/2017 17:00,0.00090024,0.0009139,0.0009,0.000913,123934,126
9/29/2017 18:00,0.000912,0.0009139,0.00089,0.0009139,67138,65
9/29/2017 19:00,0.00091389,0.0009175,0.000904,0.0009175,117291,130
9/29/2017 20:00,0.0009175,0.00092,0.0009,0.000917,147460,93
9/29/2017 21:00,0.0009171,0.00094,0.000906,0.00094,309034,262
9/29/2017 22:00,0.000939,0.001005,0.00093,0.00099999,1400711,653
9/29/2017 23:00,0.00099977,0.00117,0.00095,0.0011,1774110,1259
9/30/2017 0:00,0.0011,0.00116,0.00105,0.001109,934534,769
9/30/2017 1:00,0.001109,0.001109,0.001,0.00104679,448377,439
9/30/2017 2:00,0.00104665,0.00118,0.00102351,0.001159,850462,540
9/30/2017 3:00,0.001154,0.001168,0.00107803,0.001168,1095998,741
9/30/2017 4:00,0.0011795,0.00147899,0.00115321,0.0014,1675504,1555
9/30/2017 5:00,0.00141999,0.00159,0.00136,0.00139999,1986394,2042
9/30/2017 6:00,0.00141801,0.00144945,0.00125,0.001439,1297558,1064
9/30/2017 7:00,0.001439,0.001439,0.00129,0.00130525,488929,538
9/30/2017 8:00,0.00130525,0.00133457,0.001147,0.001147,717480,592
9/30/2017 9:00,0.001125,0.00132199,0.0011,0.001248,717236,585
9/30/2017 10:00,0.00124998,0.00133064,0.00114,0.00120049,407356,445
9/30/2017 11:00,0.00120049,0.0013,0.00120048,0.00125205,259264,269
9/30/2017 12:00,0.00125206,0.00127999,0.00122011,0.00125051,189098,206
9/30/2017 13:00,0.0012212,0.0012687,0.0012,0.001204,511492,337
9/30/2017 14:00,0.00120422,0.00124,0.00117,0.00117,236155,293
9/30/2017 15:00,0.00117,0.00125963,0.001162,0.0012301,370118,389
9/30/2017 16:00,0.00123456,0.00133453,0.00123456,0.00133,740483,419
9/30/2017 17:00,0.00133,0.00142299,0.00133,0.00139,1403028,1599
9/30/2017 18:00,0.00139,0.0014592,0.00136597,0.0014575,583881,619
9/30/2017 19:00,0.0014575,0.0014599,0.0014,0.0014,302360,286
9/30/2017 20:00,0.00140002,0.00143,0.001343,0.00141799,325958,376
9/30/2017 21:00,0.00141798,0.0014718,0.00140101,0.00144,451412,469
9/30/2017 22:00,0.00144,0.00146199,0.00137801,0.0014405,307913,292
9/30/2017 23:00,0.00141101,0.0014392,0.001378,0.001439,127426,157
10/1/2017 0:00,0.001439,0.00149165,0.00142003,0.001489,330913,454
10/1/2017 1:00,0.00148999,0.0014918,0.00142111,0.001458,220478,272
10/1/2017 2:00,0.001458,0.001458,0.00141508,0.0014399,118371,199
10/1/2017 3:00,0.001439,0.00145798,0.00133,0.00133,445279,539
10/1/2017 4:00,0.00133,0.0014,0.0013,0.00131995,542886,595
10/1/2017 5:00,0.00131994,0.00141641,0.0012608,0.00141641,382794,392
10/1/2017 6:00,0.00141499,0.00141641,0.00129801,0.00130001,212079,316
10/1/2017 7:00,0.00130001,0.00131999,0.00126,0.00129,216664,231
10/1/2017 8:00,0.00127002,0.00135,0.00126011,0.0013299,274464,301
10/1/2017 9:00,0.00134998,0.00135962,0.00131001,0.00133079,70931,116
10/1/2017 10:00,0.00133085,0.00134699,0.0013,0.00134699,206693,239
10/1/2017 11:00,0.00134699,0.00135,0.00132012,0.00132012,138622,200
10/1/2017 12:00,0.00130851,0.00133999,0.00128511,0.00133,159084,127
10/1/2017 13:00,0.00133,0.00133995,0.00128111,0.001285,168672,177
10/1/2017 14:00,0.001285,0.00134993,0.00128003,0.00134974,345881,368
10/1/2017 15:00,0.00134971,0.00134971,0.0012905,0.00131,205011,308
10/1/2017 16:00,0.00131,0.00133496,0.00129,0.00133,159665,157
10/1/2017 17:00,0.00133001,0.00134969,0.00129362,0.001315,97452,134
10/1/2017 18:00,0.001315,0.001315,0.0012745,0.0013,279699,267
10/1/2017 19:00,0.0013,0.00133,0.00128014,0.0013,170446,237
10/1/2017 20:00,0.00132,0.00132,0.0013,0.00131784,140276,139
10/1/2017 21:00,0.00131784,0.001395,0.00131784,0.001384,319119,321
10/1/2017 22:00,0.001384,0.00145,0.00138,0.00144001,610293,470
10/1/2017 23:00,0.00143,0.0014791,0.00137499,0.0014791,495355,668
10/2/2017 0:00,0.001477,0.001489,0.00142899,0.00146499,233740,212
10/2/2017 1:00,0.00146499,0.00146794,0.001395,0.00143399,259450,320
10/2/2017 2:00,0.00142485,0.00146794,0.00140121,0.00142001,324657,347
10/2/2017 3:00,0.00143,0.001439,0.00139207,0.00143434,242677,261
10/2/2017 4:00,0.00143433,0.00143798,0.00127,0.00136993,814919,473
10/2/2017 5:00,0.00135105,0.00138368,0.001307,0.00132,368483,356
10/2/2017 6:00,0.00131111,0.00135,0.00129101,0.001295,416285,368
10/2/2017 7:00,0.001295,0.00134898,0.001295,0.00134898,151103,217
10/2/2017 8:00,0.00134898,0.00141,0.001335,0.00141,214592,222
10/2/2017 9:00,0.00141,0.00141,0.001375,0.0013899,208013,154
10/2/2017 10:00,0.00138986,0.001405,0.00138,0.00138,262419,173
10/2/2017 11:00,0.0013752,0.0013752,0.00134101,0.00137,115696,168
10/2/2017 12:00,0.0013699,0.0013699,0.0013367,0.00134,142779,167
10/2/2017 13:00,0.00134,0.00134,0.00132,0.00133,127085,192
10/2/2017 14:00,0.00132999,0.00134,0.00130001,0.00130001,184899,195
10/2/2017 15:00,0.00130001,0.00134,0.00129,0.00130005,297811,263
10/2/2017 16:00,0.00130005,0.001349,0.00130005,0.0013045,145193,158
10/2/2017 17:00,0.00130463,0.00132898,0.0013,0.00132,113370,175
