Time,Open,High,Low,Close,Volume,Trades
9/13/2017 5:00,0.000879,0.00088,0.0008,0.00080002,12940,11
9/13/2017 6:00,0.0008521,0.0008521,0.000846,0.000848,46865,45
9/13/2017 7:00,0.000848,0.00086997,0.00082,0.00085,72556,19
9/13/2017 8:00,0.00085,0.00085,0.00080001,0.00080001,40814,18
9/13/2017 9:00,0.000847,0.000847,0.000847,0.000847,2359,1
9/13/2017 10:00,0.000845,0.000845,0.000845,0.000845,100,1
9/13/2017 11:00,0.00084488,0.00084488,0.00075,0.00075001,44787,33
9/13/2017 15:00,0.00083883,0.00083883,0.00083881,0.00083883,8061,9
9/13/2017 16:00,0.00083885,0.00083887,0.00083698,0.00083698,18008,12
9/13/2017 17:00,0.000836,0.000836,0.000775,0.000775,2437,4
9/13/2017 18:00,0.00077582,0.000829,0.00077502,0.000829,18385,9
9/13/2017 19:00,0.00082999,0.00082999,0.00082999,0.00082999,154,1
9/13/2017 20:00,0.00082999,0.00082999,0.00082,0.00082,964,2
9/13/2017 21:00,0.00082999,0.00082999,0.00082999,0.00082999,33,1
9/13/2017 22:00,0.00078004,0.000799,0.00078004,0.000799,2261,6
9/13/2017 23:00,0.00081,0.00081,0.0008,0.0008,4875,13
9/14/2017 0:00,0.00081,0.00081,0.0007752,0.00079005,7252,11
9/14/2017 1:00,0.00083367,0.00083367,0.00079005,0.00079005,7613,11
9/14/2017 2:00,0.000791,0.00080369,0.000777,0.00080367,3381,8
9/14/2017 3:00,0.00080367,0.00080367,0.00077804,0.00077852,2163,5
9/14/2017 5:00,0.00082998,0.00082998,0.00082975,0.00082975,187,2
9/14/2017 7:00,0.00082998,0.00082999,0.0008299,0.0008299,13214,16
9/14/2017 8:00,0.00082989,0.0008299,0.00082,0.0008299,27361,35
9/14/2017 9:00,0.00082989,0.00082999,0.00082989,0.00082999,8802,18
9/14/2017 10:00,0.00082999,0.00082999,0.00082999,0.00082999,11256,3
9/14/2017 11:00,0.00082999,0.00082999,0.00082999,0.00082999,828,4
9/14/2017 12:00,0.000795,0.000795,0.00077517,0.00077517,18734,19
9/14/2017 14:00,0.00078,0.00078,0.00078,0.00078,6269,1
9/14/2017 15:00,0.000781,0.000847,0.00078001,0.000847,7104,13
9/14/2017 16:00,0.00082,0.00083,0.00082,0.00083,9743,11
9/14/2017 17:00,0.00082999,0.0008449,0.00080205,0.00080205,8849,12
9/14/2017 18:00,0.00080205,0.00083999,0.00078008,0.00083899,5943,9
9/14/2017 19:00,0.0008,0.0008,0.0008,0.0008,280,1
9/14/2017 20:00,0.000828,0.000837,0.00077112,0.00077112,27359,19
9/14/2017 21:00,0.00083696,0.00083698,0.00083696,0.00083698,900,4
9/14/2017 22:00,0.00083698,0.00083749,0.000795,0.000795,7730,15
9/14/2017 23:00,0.000775,0.000775,0.000775,0.000775,6565,1
9/15/2017 0:00,0.0007835,0.000854,0.0007835,0.000854,41818,51
9/15/2017 1:00,0.0008,0.0008,0.00079,0.00079,3736,9
9/15/2017 2:00,0.0008,0.0008,0.0008,0.0008,6705,10
9/15/2017 4:00,0.0008,0.0008,0.0008,0.0008,381,3
9/15/2017 5:00,0.0008,0.0008,0.00079,0.00079,2800,5
9/15/2017 6:00,0.00079,0.0008,0.00079,0.00079,8485,4
9/15/2017 7:00,0.00079,0.00079,0.00079,0.00079,4085,2
9/15/2017 8:00,0.000778,0.0008,0.000778,0.0008,1918,2
9/15/2017 9:00,0.000778,0.000779,0.00077112,0.00077112,9134,12
9/15/2017 10:00,0.000761,0.00084799,0.00074535,0.00084799,15850,16
9/15/2017 11:00,0.00074521,0.00074521,0.00070021,0.00070021,1667,2
9/15/2017 12:00,0.0008479,0.00084799,0.0008479,0.00084799,5861,6
9/15/2017 13:00,0.0007125,0.00081,0.0007125,0.00081,3908,6
9/15/2017 14:00,0.00081,0.00081,0.00081,0.00081,720,4
9/15/2017 15:00,0.00081,0.00081,0.000809,0.00081,3243,6
9/15/2017 16:00,0.00081,0.000815,0.00081,0.000813,4235,9
9/15/2017 17:00,0.000814,0.00084799,0.00081001,0.00084799,8650,10
9/15/2017 18:00,0.000847,0.00084799,0.00082,0.00082,17888,15
9/15/2017 19:00,0.000845,0.000845,0.000845,0.000845,142,1
9/15/2017 20:00,0.000844,0.000844,0.00077779,0.0008,34877,27
9/15/2017 21:00,0.0008,0.000824,0.0008,0.000824,2547,4
9/15/2017 22:00,0.000824,0.000824,0.000824,0.000824,3302,9
9/15/2017 23:00,0.000833,0.000834,0.000833,0.000834,3228,5
9/16/2017 0:00,0.00081,0.00081,0.00077886,0.00077886,12815,5
9/16/2017 1:00,0.0008335,0.0008335,0.0008335,0.0008335,5660,1
9/16/2017 2:00,0.0008,0.0008,0.0008,0.0008,222,3
9/16/2017 3:00,0.0008,0.0008,0.000785,0.000799,15877,15
9/16/2017 4:00,0.000798,0.000799,0.000798,0.000799,33232,21
9/16/2017 5:00,0.000799,0.00083349,0.000799,0.00083349,2512,5
9/16/2017 6:00,0.000791,0.000791,0.00078601,0.00078601,8922,6
9/16/2017 7:00,0.0008,0.0008,0.0008,0.0008,3875,6
9/16/2017 8:00,0.00082,0.00082,0.00082,0.00082,1012,3
9/16/2017 10:00,0.00083399,0.00083399,0.00083399,0.00083399,1700,2
9/16/2017 11:00,0.00079,0.00079,0.000786,0.000786,17505,5
9/16/2017 13:00,0.00083399,0.00083399,0.00083399,0.00083399,754,4
9/16/2017 15:00,0.0008339,0.0008339,0.0008339,0.0008339,250,1
9/16/2017 16:00,0.0008,0.0008,0.0008,0.0008,1365,2
9/16/2017 17:00,0.00080001,0.0008339,0.0008,0.0008319,4111,9
9/16/2017 18:00,0.0008319,0.000834,0.0008319,0.000834,3895,5
9/16/2017 19:00,0.0008335,0.0008335,0.0008335,0.0008335,381,1
9/16/2017 20:00,0.00080302,0.00080302,0.00080302,0.00080302,413,1
9/16/2017 22:00,0.0008335,0.0008335,0.0008335,0.0008335,1074,2
9/17/2017 0:00,0.0008335,0.0008335,0.0008335,0.0008335,2000,3
9/17/2017 1:00,0.0008335,0.0008335,0.0008335,0.0008335,1500,1
9/17/2017 2:00,0.0008334,0.0008334,0.00080306,0.00080306,1345,3
9/17/2017 4:00,0.0008334,0.0008334,0.0008334,0.0008334,1044,4
9/17/2017 5:00,0.00080302,0.00080302,0.00080302,0.00080302,109,1
9/17/2017 11:00,0.0008031,0.0008031,0.000787,0.000787,10500,9
9/17/2017 12:00,0.00083338,0.00083338,0.00083338,0.00083338,894,4
9/17/2017 15:00,0.00083187,0.00083187,0.00083186,0.00083187,684,3
9/17/2017 18:00,0.0008315,0.00083156,0.0008315,0.00083156,121,2
9/17/2017 19:00,0.00083156,0.00083187,0.00083156,0.00083187,484,4
9/17/2017 20:00,0.00079002,0.00079002,0.00079,0.00079,1928,4
9/17/2017 21:00,0.00079,0.00079,0.00079,0.00079,7008,4
9/18/2017 0:00,0.00079025,0.00079025,0.00079025,0.00079025,971,1
9/18/2017 1:00,0.00079025,0.00079025,0.00079025,0.00079025,597,1
9/18/2017 2:00,0.0008,0.0008,0.0008,0.0008,100,1
9/18/2017 3:00,0.00079025,0.00079025,0.000787,0.000787,12528,26
9/18/2017 4:00,0.000787,0.000787,0.000787,0.000787,1221,2
9/18/2017 6:00,0.000787,0.000787,0.000787,0.000787,789,2
9/18/2017 8:00,0.00078131,0.00078131,0.00076502,0.00076502,11481,19
9/18/2017 9:00,0.0008,0.0008,0.0008,0.0008,2500,1
9/18/2017 13:00,0.00083296,0.00083296,0.00083296,0.00083296,13,1
9/18/2017 15:00,0.00078503,0.00078503,0.000785,0.000785,6000,3
9/18/2017 16:00,0.00078604,0.00078604,0.00078604,0.00078604,400,1
9/18/2017 17:00,0.00083296,0.00083296,0.00083296,0.00083296,447,1
9/18/2017 18:00,0.00083198,0.00083296,0.00083198,0.00083296,6040,4
9/18/2017 21:00,0.00082995,0.00082995,0.00082995,0.00082995,283,1
9/18/2017 23:00,0.00082993,0.00082995,0.00082993,0.00082995,1031,2
9/19/2017 0:00,0.00077004,0.00081098,0.00077,0.00081098,814,7
9/19/2017 1:00,0.000811,0.000811,0.000811,0.000811,617,2
9/19/2017 3:00,0.0008,0.000811,0.0008,0.000811,11861,9
9/19/2017 5:00,0.0008,0.00082995,0.0008,0.00082995,26895,6
9/19/2017 8:00,0.00075025,0.00075025,0.00075025,0.00075025,169,1
9/19/2017 10:00,0.00075025,0.00075025,0.00075025,0.00075025,5335,5
9/19/2017 11:00,0.00075023,0.00075023,0.00075023,0.00075023,30,1
9/19/2017 12:00,0.00075032,0.0007505,0.00075032,0.0007505,1300,2
9/19/2017 13:00,0.00075053,0.000752,0.00075,0.00075,9581,13
9/19/2017 14:00,0.00075001,0.00075001,0.00075001,0.00075001,59,2
9/19/2017 15:00,0.00073001,0.00073001,0.00070016,0.00070016,24955,19
9/19/2017 17:00,0.000725,0.000725,0.0007202,0.0007202,4441,4
9/19/2017 18:00,0.00074999,0.00074999,0.00074999,0.00074999,966,3
9/19/2017 19:00,0.00074999,0.00074999,0.00072151,0.00072151,6049,11
9/19/2017 21:00,0.00076997,0.00076999,0.0007215,0.0007215,254,6
9/19/2017 22:00,0.00072002,0.00072002,0.00072,0.00072,1253,3
9/20/2017 0:00,0.00072,0.00072,0.000701,0.000701,314,2
9/20/2017 3:00,0.00070202,0.00070202,0.00070202,0.00070202,62,1
9/20/2017 4:00,0.00070202,0.00070202,0.00070202,0.00070202,4600,5
9/20/2017 5:00,0.00070201,0.00070201,0.00070201,0.00070201,600,1
9/20/2017 7:00,0.00070201,0.00070202,0.00070201,0.00070201,5398,5
9/20/2017 9:00,0.00070201,0.00070201,0.00070201,0.00070201,60,1
9/20/2017 10:00,0.00070201,0.00070201,0.0007,0.0007,4200,6
9/20/2017 12:00,0.0007,0.0007,0.00065112,0.00065112,2000,5
9/20/2017 14:00,0.00075,0.00075,0.00075,0.00075,25,1
9/20/2017 15:00,0.00074999,0.0007505,0.00074999,0.00075,14345,17
9/20/2017 16:00,0.00074998,0.00075,0.00074998,0.00075,2172,6
9/20/2017 17:00,0.00070005,0.00070005,0.0007,0.0007,1408,3
9/20/2017 18:00,0.00074499,0.000745,0.00074499,0.000745,1333,2
9/20/2017 22:00,0.00071,0.00071,0.00071,0.00071,73,1
9/21/2017 0:00,0.0007,0.0007,0.0007,0.0007,15730,19
9/21/2017 4:00,0.0007,0.0007,0.0007,0.0007,13063,10
9/21/2017 5:00,0.0007,0.0007,0.0007,0.0007,3076,4
9/21/2017 6:00,0.00068,0.00068,0.00068,0.00068,58,1
9/21/2017 8:00,0.00068,0.00068,0.00068,0.00068,1274,1
9/21/2017 11:00,0.00070999,0.00070999,0.00070999,0.00070999,281,1
9/21/2017 12:00,0.00069,0.00074,0.00069,0.00074,4190,4
9/21/2017 14:00,0.00073999,0.00073999,0.00073999,0.00073999,419,1
9/21/2017 17:00,0.00073998,0.00073998,0.0007,0.0007,91,2
9/21/2017 18:00,0.00067112,0.00067112,0.00067112,0.00067112,1000,3
9/21/2017 20:00,0.00068,0.00068,0.00065704,0.00065704,1470,3
9/21/2017 21:00,0.00068,0.00068,0.00068,0.00068,1130,2
9/21/2017 23:00,0.00068,0.00068,0.00068,0.00068,100,1
9/22/2017 1:00,0.00069997,0.0007,0.00069997,0.0007,13667,20
9/22/2017 2:00,0.00068,0.00068,0.00068,0.00068,3005,5
9/22/2017 5:00,0.00068,0.00068,0.00068,0.00068,5846,3
9/22/2017 8:00,0.0006572,0.0006572,0.00065,0.00065,22669,9
9/22/2017 10:00,0.00065,0.00065,0.00065,0.00065,5882,8
9/22/2017 11:00,0.00069999,0.00069999,0.00069999,0.00069999,242,1
9/22/2017 15:00,0.00069999,0.00069999,0.00069999,0.00069999,44,1
9/22/2017 17:00,0.00063001,0.00063001,0.00063,0.00063,6951,2
9/22/2017 18:00,0.0007,0.0007,0.0007,0.0007,283,1
9/22/2017 22:00,0.00069999,0.0007,0.00069999,0.0007,1428,2
9/23/2017 0:00,0.0007,0.0007,0.00069,0.00069,3692,3
9/23/2017 6:00,0.0007,0.0007,0.0007,0.0007,2015,2
9/23/2017 7:00,0.00069,0.00069,0.00069,0.00069,139,1
9/23/2017 9:00,0.00065003,0.00065003,0.00065003,0.00065003,1000,1
9/23/2017 12:00,0.0006501,0.0006501,0.0006501,0.0006501,1000,1
9/23/2017 13:00,0.00068699,0.00068699,0.00068699,0.00068699,710,1
9/23/2017 14:00,0.000688,0.00068998,0.000688,0.00068998,278,2
9/23/2017 17:00,0.000658,0.000658,0.000658,0.000658,10863,2
9/23/2017 18:00,0.00065003,0.00065003,0.00063002,0.00063002,7412,8
9/24/2017 0:00,0.00063028,0.00063032,0.00063028,0.00063032,1500,2
