Time,Open,High,Low,Close,Volume,Trades
12/17/2020 21:00,0.00022515,0.000235,0.00016021,0.00016309,4932181,1887
12/17/2020 22:00,0.00016747,0.000186,0.00015,0.00018364,7130319,2105
12/17/2020 23:00,0.00018467,0.00021499,0.00018066,0.0002,8326232,2304
12/18/2020 0:00,0.0002,0.000207,0.0001828,0.00018939,3646975,788
12/18/2020 1:00,0.00019115,0.00023101,0.00019112,0.00021884,8609477,2079
12/18/2020 2:00,0.00021884,0.00021889,0.00019952,0.00021026,2931752,536
12/18/2020 3:00,0.00021029,0.00021052,0.00019,0.00019464,1309492,312
12/18/2020 4:00,0.00019558,0.00022607,0.00019422,0.00021849,3382515,756
12/18/2020 5:00,0.00022038,0.00026946,0.00021825,0.00026294,8590565,1986
12/18/2020 6:00,0.00026275,0.0003,0.00025525,0.00026612,7552661,2550
12/18/2020 7:00,0.00026523,0.00030629,0.00026279,0.0003047,6392300,2287
12/18/2020 8:00,0.00030283,0.00030466,0.00026843,0.00027286,5132724,2149
12/18/2020 9:00,0.00027445,0.00029396,0.00025721,0.00026445,4023174,1874
12/18/2020 10:00,0.00026612,0.000285,0.000264,0.00028174,1843028,948
12/18/2020 11:00,0.00028174,0.00028684,0.00026767,0.00027429,2096056,921
12/18/2020 12:00,0.00027517,0.00029688,0.00026981,0.00029383,1585406,852
12/18/2020 13:00,0.00029383,0.00037998,0.00028942,0.00037387,10241297,3773
12/18/2020 14:00,0.00037511,0.00044488,0.000339,0.00040388,13797022,4544
12/18/2020 15:00,0.0004052,0.00042635,0.00036304,0.00040391,13325109,3880
12/18/2020 16:00,0.00040427,0.00043349,0.00038154,0.00039989,6750352,2515
12/18/2020 17:00,0.00040007,0.00040106,0.00032495,0.0003713,9294875,2971
12/18/2020 18:00,0.00036896,0.00040696,0.00034657,0.00038605,6194804,2327
12/18/2020 19:00,0.00038671,0.0003946,0.00036654,0.00038997,4307245,1660
12/18/2020 20:00,0.00038998,0.00041822,0.00038136,0.00038974,4204628,1917
12/18/2020 21:00,0.00038711,0.00039237,0.00035776,0.00036955,3404733,1489
